Meter ID,Service Address,Occupant Name,Account Number,Reading Date,Cumulative Reading,Unit,Diagnostic Flag,Route,Notes
M-1001,"107 County Rd 10, Wiley, CO 81092",Resident 1001,A-20001,2025-01-12,371863,gallons,,R2,
M-1001,"107 County Rd 10, Wiley, CO 81092",Resident 1001,A-20001,2025-02-13,377842,gallons,,R2,
M-1001,"107 County Rd 10, Wiley, CO 81092",Resident 1001,A-20001,2025-03-14,385799,gallons,,R2,
M-1001,"107 County Rd 10, Wiley, CO 81092",Resident 1001,A-20001,2025-04-15,393023,gallons,,R2,
M-1001,"107 County Rd 10, Wiley, CO 81092",Resident 1001,A-20001,2025-05-16,400673,gallons,,R2,
M-1001,"107 County Rd 10, Wiley, CO 81092",Resident 1001,A-20001,2025-06-12,409479,gallons,,R2,
M-1002,"114 County Rd 14, Wiley, CO 81092",Resident 1002,A-20002,2025-01-12,303050,gallons,,R3,
M-1002,"114 County Rd 14, Wiley, CO 81092",Resident 1002,A-20002,2025-02-13,305255,gallons,,R3,
M-1002,"114 County Rd 14, Wiley, CO 81092",Resident 1002,A-20002,2025-03-14,308582,gallons,,R3,
M-1002,"114 County Rd 14, Wiley, CO 81092",Resident 1002,A-20002,2025-04-15,311649,gallons,,R3,
M-1002,"114 County Rd 14, Wiley, CO 81092",Resident 1002,A-20002,2025-05-16,315322,gallons,,R3,
M-1002,"114 County Rd 14, Wiley, CO 81092",Resident 1002,A-20002,2025-06-12,319537,gallons,,R3,
M-1003,"121 Highway 287, Wiley, CO 81092",Resident 1003,A-20003,2025-01-12,137020,gallons,,R4,
M-1003,"121 Highway 287, Wiley, CO 81092",Resident 1003,A-20003,2025-02-13,138610,gallons,,R4,
M-1003,"121 Highway 287, Wiley, CO 81092",Resident 1003,A-20003,2025-03-14,140984,gallons,,R4,
M-1003,"121 Highway 287, Wiley, CO 81092",Resident 1003,A-20003,2025-04-15,143566,gallons,,R4,
M-1003,"121 Highway 287, Wiley, CO 81092",Resident 1003,A-20003,2025-05-16,146544,gallons,,R4,
M-1003,"121 Highway 287, Wiley, CO 81092",Resident 1003,A-20003,2025-06-12,150007,gallons,,R4,
M-1004,"128 Maple Ave, Wiley, CO 81092",Resident 1004,A-20004,2025-01-12,321001,gallons,,R5,
M-1004,"128 Maple Ave, Wiley, CO 81092",Resident 1004,A-20004,2025-02-13,326285,gallons,,R5,
M-1004,"128 Maple Ave, Wiley, CO 81092",Resident 1004,A-20004,2025-03-14,334966,gallons,,R5,
M-1004,"128 Maple Ave, Wiley, CO 81092",Resident 1004,A-20004,2025-04-15,342619,gallons,,R5,
M-1004,"128 Maple Ave, Wiley, CO 81092",Resident 1004,A-20004,2025-05-16,353389,gallons,,R5,
M-1004,"128 Maple Ave, Wiley, CO 81092",Resident 1004,A-20004,2025-06-12,363222,gallons,,R5,
M-1005,"135 Oak St, Wiley, CO 81092",Resident 1005,A-20005,2025-01-12,171997,gallons,,R6,
M-1005,"135 Oak St, Wiley, CO 81092",Resident 1005,A-20005,2025-02-13,175144,gallons,,R6,
M-1005,"135 Oak St, Wiley, CO 81092",Resident 1005,A-20005,2025-03-14,179407,gallons,,R6,
M-1005,"135 Oak St, Wiley, CO 81092",Resident 1005,A-20005,2025-04-15,183809,gallons,,R6,
M-1005,"135 Oak St, Wiley, CO 81092",Resident 1005,A-20005,2025-05-16,189582,gallons,,R6,
M-1005,"135 Oak St, Wiley, CO 81092",Resident 1005,A-20005,2025-06-12,195153,gallons,,R6,
M-1006,"142 Elm St, Wiley, CO 81092",Resident 1006,A-20006,2025-01-12,220059,gallons,,R1,
M-1006,"142 Elm St, Wiley, CO 81092",Resident 1006,A-20006,2025-02-13,223080,gallons,,R1,
M-1006,"142 Elm St, Wiley, CO 81092",Resident 1006,A-20006,2025-03-14,226735,gallons,,R1,
M-1006,"142 Elm St, Wiley, CO 81092",Resident 1006,A-20006,2025-04-15,231324,gallons,,R1,
M-1006,"142 Elm St, Wiley, CO 81092",Resident 1006,A-20006,2025-05-16,236251,gallons,,R1,
M-1006,"142 Elm St, Wiley, CO 81092",Resident 1006,A-20006,2025-06-12,241471,gallons,,R1,
M-1007,"149 3rd Ave, Wiley, CO 81092",Resident 1007,A-20007,2025-01-12,315353,gallons,,R2,
M-1007,"149 3rd Ave, Wiley, CO 81092",Resident 1007,A-20007,2025-02-13,318165,gallons,,R2,
M-1007,"149 3rd Ave, Wiley, CO 81092",Resident 1007,A-20007,2025-03-14,322234,gallons,,R2,
M-1007,"149 3rd Ave, Wiley, CO 81092",Resident 1007,A-20007,2025-04-15,325826,gallons,,R2,
M-1007,"149 3rd Ave, Wiley, CO 81092",Resident 1007,A-20007,2025-05-16,329903,gallons,,R2,
M-1007,"149 3rd Ave, Wiley, CO 81092",Resident 1007,A-20007,2025-06-12,336137,gallons,,R2,
M-1008,"156 5th St, Wiley, CO 81092",Resident 1008,A-20008,2025-01-12,200183,gallons,,R3,
M-1008,"156 5th St, Wiley, CO 81092",Resident 1008,A-20008,2025-02-13,202413,gallons,,R3,
